SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,Player
22023,1629029,0022300299,"DEC 11, 2023",DAL @ MEM,W,44,9,21,0.429,5,10,0.5,12,13,0.923,0,8,8,6,2,2,3,3,35,3,1,Luka Doncic
22023,1629029,0022301226,"DEC 08, 2023",DAL @ POR,W,41,11,28,0.393,3,14,0.214,7,8,0.875,0,6,6,10,1,1,5,1,32,13,1,Luka Doncic
22023,1629029,0022301213,"DEC 06, 2023",DAL vs. UTA,W,32,14,25,0.56,6,12,0.5,6,8,0.75,2,8,10,11,1,0,4,2,40,34,1,Luka Doncic
22023,1629029,0022300287,"DEC 02, 2023",DAL vs. OKC,L,46,11,22,0.5,5,13,0.385,9,14,0.643,2,13,15,18,2,2,7,2,36,-7,1,Luka Doncic
22023,1629029,0022300059,"NOV 28, 2023",DAL vs. HOU,W,38,15,29,0.517,3,10,0.3,8,9,0.889,0,9,9,9,2,0,0,3,41,12,1,Luka Doncic
22023,1629029,0022300244,"NOV 25, 2023",DAL @ LAC,L,38,12,27,0.444,1,8,0.125,5,5,1.0,0,3,3,4,2,2,4,4,30,-14,1,Luka Doncic
22023,1629029,0022300238,"NOV 22, 2023",DAL @ LAL,W,39,10,26,0.385,3,12,0.25,7,8,0.875,0,12,12,8,2,0,0,2,30,-11,1,Luka Doncic
22023,1629029,0022300212,"NOV 19, 2023",DAL vs. SAC,L,32,7,19,0.368,3,7,0.429,8,10,0.8,1,9,10,7,3,0,2,0,25,-14,1,Luka Doncic
22023,1629029,0022300205,"NOV 18, 2023",DAL @ MIL,L,35,15,26,0.577,4,9,0.444,1,4,0.25,1,8,9,9,0,0,3,1,35,-17,1,Luka Doncic
22023,1629029,0022300192,"NOV 15, 2023",DAL @ WAS,W,32,7,18,0.389,4,11,0.364,8,12,0.667,1,6,7,10,0,0,3,2,26,12,1,Luka Doncic
22023,1629029,0022300022,"NOV 14, 2023",DAL @ NOP,L,26,5,16,0.313,3,5,0.6,3,5,0.6,1,1,2,2,0,0,8,0,16,-26,1,Luka Doncic
22023,1629029,0022300183,"NOV 12, 2023",DAL @ NOP,W,28,11,18,0.611,4,9,0.444,4,5,0.8,0,4,4,9,1,0,2,0,30,14,1,Luka Doncic
22023,1629029,0022300014,"NOV 10, 2023",DAL vs. LAC,W,32,17,21,0.81,6,9,0.667,4,4,1.0,0,6,6,6,1,0,1,1,44,32,1,Luka Doncic
22023,1629029,0022300168,"NOV 08, 2023",DAL vs. TOR,L,38,11,26,0.423,2,10,0.2,7,10,0.7,0,7,7,8,4,1,4,3,31,-7,1,Luka Doncic
22023,1629029,0022300147,"NOV 06, 2023",DAL @ ORL,W,35,9,17,0.529,5,10,0.5,6,6,1.0,0,3,3,6,2,0,6,2,29,7,1,Luka Doncic
22023,1629029,0022300143,"NOV 05, 2023",DAL vs. CHA,W,36,8,19,0.421,1,9,0.111,6,7,0.857,1,11,12,9,0,1,4,3,23,3,1,Luka Doncic
22023,1629029,0022300006,"NOV 03, 2023",DAL @ DEN,L,38,11,24,0.458,6,11,0.545,6,7,0.857,3,7,10,8,0,1,9,2,34,-4,1,Luka Doncic
22023,1629029,0022300124,"NOV 01, 2023",DAL vs. CHI,W,40,5,16,0.313,1,8,0.125,7,9,0.778,0,7,7,10,2,1,6,2,18,11,1,Luka Doncic
22023,1629029,0022300106,"OCT 30, 2023",DAL @ MEM,W,40,11,22,0.5,6,12,0.5,7,10,0.7,0,12,12,12,1,1,6,4,35,6,1,Luka Doncic
22023,1629029,0022300084,"OCT 27, 2023",DAL vs. BKN,W,36,16,25,0.64,9,14,0.643,8,10,0.8,1,9,10,7,0,0,0,1,49,9,1,Luka Doncic
22023,1629029,0022300073,"OCT 25, 2023",DAL @ SAS,W,34,13,25,0.52,3,11,0.273,4,7,0.571,1,12,13,10,2,0,4,1,33,4,1,Luka Doncic
22023,203507,0022301148,"APR 09, 2024",MIL vs. BOS,W,29,7,11,0.636,0,0,0.0,1,2,0.5,3,5,8,7,1,2,4,1,15,17,1,Giannis Antetokounmpo
22023,203507,0022301139,"APR 07, 2024",MIL vs. NYK,L,39,10,20,0.5,0,1,0.0,8,11,0.727,3,12,15,8,1,2,4,2,28,-5,1,Giannis Antetokounmpo
22023,203507,0022301107,"APR 03, 2024",MIL vs. MEM,L,32,10,23,0.435,0,4,0.0,1,3,0.333,1,6,7,8,1,5,3,4,21,3,1,Giannis Antetokounmpo
22023,203507,0022301095,"APR 02, 2024",MIL @ WAS,L,36,15,21,0.714,0,0,0.0,5,9,0.556,3,12,15,10,0,0,2,2,35,2,1,Giannis Antetokounmpo
22023,203507,0022301076,"MAR 30, 2024",MIL @ ATL,W,38,12,22,0.545,0,1,0.0,12,16,0.75,4,12,16,8,3,1,3,2,36,8,1,Giannis Antetokounmpo
22023,203507,0022301061,"MAR 28, 2024",MIL @ NOP,L,39,15,22,0.682,0,2,0.0,5,11,0.455,3,11,14,4,0,0,2,5,35,-2,1,Giannis Antetokounmpo
22023,203507,0022301045,"MAR 26, 2024",MIL vs. LAL,L,46,14,25,0.56,0,1,0.0,1,6,0.167,8,13,21,11,2,3,7,3,29,-13,1,Giannis Antetokounmpo
22023,203507,0022301030,"MAR 24, 2024",MIL vs. OKC,W,34,13,18,0.722,0,0,0.0,4,6,0.667,8,11,19,4,0,1,3,3,30,7,1,Giannis Antetokounmpo
22023,203507,0022301007,"MAR 21, 2024",MIL vs. BKN,W,35,9,19,0.474,1,2,0.5,2,4,0.5,3,6,9,5,0,2,2,3,21,5,1,Giannis Antetokounmpo
22023,203507,0022300958,"MAR 14, 2024",MIL vs. PHI,W,37,9,12,0.75,0,0,0.0,14,18,0.778,4,7,11,7,1,0,7,4,32,-4,1,Giannis Antetokounmpo
22023,203507,0022300945,"MAR 12, 2024",MIL @ SAC,L,33,10,17,0.588,0,2,0.0,10,14,0.714,1,12,13,4,1,0,4,3,30,-18,1,Giannis Antetokounmpo
22023,203507,0022300924,"MAR 10, 2024",MIL @ LAC,W,39,12,24,0.5,0,2,0.0,10,15,0.667,0,7,7,10,1,1,3,3,34,19,1,Giannis Antetokounmpo
22023,203507,0022300915,"MAR 08, 2024",MIL @ LAL,L,39,14,23,0.609,1,3,0.333,5,7,0.714,2,12,14,12,1,1,4,2,34,-4,1,Giannis Antetokounmpo
22023,203507,0022300899,"MAR 06, 2024",MIL @ GSW,L,33,8,15,0.533,1,3,0.333,6,9,0.667,2,5,7,6,0,1,2,1,23,-6,1,Giannis Antetokounmpo
22023,203507,0022300864,"MAR 01, 2024",MIL @ CHI,W,37,16,22,0.727,2,3,0.667,12,16,0.75,5,11,16,6,1,1,1,3,46,6,1,Giannis Antetokounmpo
22023,203507,0022300849,"FEB 29, 2024",MIL @ CHA,W,33,10,15,0.667,2,2,1.0,2,3,0.667,2,8,10,5,0,0,1,3,24,16,1,Giannis Antetokounmpo
22023,203507,0022300840,"FEB 27, 2024",MIL vs. CHA,W,24,8,13,0.615,1,1,1.0,7,8,0.875,3,5,8,1,0,0,1,1,24,25,1,Giannis Antetokounmpo
22023,203507,0022300817,"FEB 25, 2024",MIL @ PHI,W,36,10,17,0.588,1,2,0.5,9,12,0.75,1,11,12,9,0,1,6,1,30,14,1,Giannis Antetokounmpo
22023,203507,0022300808,"FEB 23, 2024",MIL @ MIN,W,41,9,13,0.692,1,1,1.0,14,21,0.667,4,9,13,5,1,0,3,1,33,1,1,Giannis Antetokounmpo
22023,203507,0022300790,"FEB 15, 2024",MIL @ MEM,L,37,15,17,0.882,0,0,0.0,5,9,0.556,0,4,4,12,0,0,1,5,35,-14,1,Giannis Antetokounmpo
22023,203507,0022300773,"FEB 13, 2024",MIL vs. MIA,L,34,11,18,0.611,1,2,0.5,0,0,0.0,2,9,11,8,0,2,5,0,23,-23,1,Giannis Antetokounmpo
22023,203507,0022300767,"FEB 12, 2024",MIL vs. DEN,W,30,14,19,0.737,0,0,0.0,8,14,0.571,4,14,18,5,3,2,2,2,36,18,1,Giannis Antetokounmpo
22023,203507,0022300745,"FEB 09, 2024",MIL vs. CHA,W,24,5,10,0.5,0,1,0.0,5,7,0.714,1,13,14,3,1,1,0,5,15,28,1,Giannis Antetokounmpo
22023,203507,0022300738,"FEB 08, 2024",MIL vs. MIN,L,27,7,14,0.5,0,2,0.0,3,7,0.429,1,2,3,7,1,0,3,1,17,-18,1,Giannis Antetokounmpo
22023,203507,0022300725,"FEB 06, 2024",MIL @ PHX,L,39,13,24,0.542,1,3,0.333,7,13,0.538,4,6,10,6,0,0,5,5,34,1,1,Giannis Antetokounmpo
22023,203507,0022300711,"FEB 04, 2024",MIL @ UTA,L,40,11,15,0.733,0,2,0.0,11,15,0.733,2,5,7,13,0,1,5,3,33,-8,1,Giannis Antetokounmpo
22023,203507,0022300702,"FEB 03, 2024",MIL @ DAL,W,40,20,28,0.714,2,5,0.4,6,10,0.6,1,5,6,10,5,1,1,3,48,15,1,Giannis Antetokounmpo
22023,203507,0022300683,"JAN 31, 2024",MIL @ POR,L,38,10,16,0.625,0,2,0.0,7,11,0.636,3,5,8,4,3,1,6,5,27,6,1,Giannis Antetokounmpo
22023,203507,0022300667,"JAN 29, 2024",MIL @ DEN,L,37,11,19,0.579,1,1,1.0,6,11,0.545,2,10,12,4,1,1,2,4,29,-3,1,Giannis Antetokounmpo
22023,203507,0022300648,"JAN 27, 2024",MIL vs. NOP,W,29,11,16,0.688,1,1,1.0,7,11,0.636,1,11,12,4,2,0,1,3,30,23,1,Giannis Antetokounmpo
22023,203507,0022300639,"JAN 26, 2024",MIL vs. CLE,L,36,9,13,0.692,0,0,0.0,4,9,0.444,2,9,11,9,1,1,6,5,22,8,1,Giannis Antetokounmpo
22023,203507,0022300624,"JAN 24, 2024",MIL vs. CLE,W,35,16,24,0.667,1,1,1.0,2,3,0.667,2,16,18,10,0,2,2,3,35,11,1,Giannis Antetokounmpo
22023,203507,0022300606,"JAN 22, 2024",MIL @ DET,W,36,11,25,0.44,1,5,0.2,8,12,0.667,3,14,17,10,3,2,2,3,31,12,1,Giannis Antetokounmpo
22023,203507,0022300592,"JAN 20, 2024",MIL @ DET,W,38,10,16,0.625,0,1,0.0,11,22,0.5,3,7,10,9,2,1,5,1,31,13,1,Giannis Antetokounmpo
22023,203507,0022300552,"JAN 14, 2024",MIL vs. SAC,W,40,9,16,0.563,0,2,0.0,9,14,0.643,1,9,10,10,3,0,4,4,27,-13,1,Giannis Antetokounmpo
22023,203507,0022300545,"JAN 13, 2024",MIL vs. GSW,W,37,13,22,0.591,1,3,0.333,6,8,0.75,3,6,9,5,0,0,4,3,33,1,1,Giannis Antetokounmpo
22023,203507,0022300528,"JAN 11, 2024",MIL vs. BOS,W,26,10,13,0.769,0,0,0.0,4,5,0.8,5,7,12,6,1,1,4,2,24,38,1,Giannis Antetokounmpo
22023,203507,0022300510,"JAN 08, 2024",MIL vs. UTA,L,38,10,20,0.5,0,2,0.0,5,9,0.556,4,6,10,11,0,0,4,5,25,-14,1,Giannis Antetokounmpo
22023,203507,0022300496,"JAN 06, 2024",MIL @ HOU,L,39,16,25,0.64,1,2,0.5,15,21,0.714,3,14,17,2,0,1,2,4,48,-1,1,Giannis Antetokounmpo
22023,203507,0022300477,"JAN 04, 2024",MIL @ SAS,W,40,19,28,0.679,2,3,0.667,4,6,0.667,3,11,14,7,2,1,1,3,44,11,1,Giannis Antetokounmpo
22023,203507,0022300466,"JAN 03, 2024",MIL @ IND,L,36,8,13,0.615,1,2,0.5,9,13,0.692,0,11,11,8,3,1,3,2,26,-12,1,Giannis Antetokounmpo
22023,203507,0022300454,"JAN 01, 2024",MIL vs. IND,L,37,11,20,0.55,0,3,0.0,8,11,0.727,3,15,18,11,1,2,4,3,30,3,1,Giannis Antetokounmpo
22023,203507,0022300433,"DEC 29, 2023",MIL @ CLE,W,37,14,22,0.636,0,1,0.0,6,7,0.857,2,14,16,5,1,0,3,2,34,12,1,Giannis Antetokounmpo
22023,203507,0022300417,"DEC 27, 2023",MIL @ BKN,W,30,10,12,0.833,0,0,0.0,12,17,0.706,2,8,10,8,0,2,2,2,32,8,1,Giannis Antetokounmpo
22023,203507,0022300401,"DEC 25, 2023",MIL @ NYK,L,39,13,24,0.542,1,2,0.5,5,9,0.556,5,8,13,6,1,2,2,4,32,-5,1,Giannis Antetokounmpo
22023,203507,0022300388,"DEC 23, 2023",MIL @ NYK,W,32,11,17,0.647,0,0,0.0,6,8,0.75,2,5,7,7,1,1,5,4,28,3,1,Giannis Antetokounmpo
22023,203507,0022300378,"DEC 21, 2023",MIL vs. ORL,W,37,11,25,0.44,0,3,0.0,15,19,0.789,2,8,10,6,0,2,5,4,37,9,1,Giannis Antetokounmpo
22023,203507,0022300361,"DEC 19, 2023",MIL vs. SAS,W,34,4,12,0.333,0,2,0.0,3,6,0.5,2,12,14,16,2,1,3,1,11,13,1,Giannis Antetokounmpo
22023,203507,0022300346,"DEC 17, 2023",MIL vs. HOU,W,39,10,22,0.455,1,3,0.333,5,11,0.455,6,11,17,3,0,0,6,3,26,11,1,Giannis Antetokounmpo
22023,203507,0022300334,"DEC 16, 2023",MIL vs. DET,W,26,7,9,0.778,0,0,0.0,8,13,0.615,1,7,8,6,1,0,0,1,22,22,1,Giannis Antetokounmpo
22023,203507,0022300315,"DEC 13, 2023",MIL vs. IND,W,37,20,28,0.714,0,3,0.0,24,32,0.75,3,11,14,3,4,1,4,1,64,29,1,Giannis Antetokounmpo
22023,203507,0022300300,"DEC 11, 2023",MIL vs. CHI,W,41,9,13,0.692,0,0,0.0,14,18,0.778,1,11,12,6,2,0,2,2,32,13,1,Giannis Antetokounmpo
22023,203507,0022301229,"DEC 07, 2023",MIL vs. IND,L,41,13,19,0.684,0,1,0.0,11,13,0.846,1,9,10,2,0,2,1,3,37,-5,1,Giannis Antetokounmpo
22023,203507,0022301201,"DEC 05, 2023",MIL vs. NYK,W,34,15,22,0.682,1,1,1.0,4,9,0.444,3,5,8,10,3,0,4,3,35,19,1,Giannis Antetokounmpo
22023,203507,0022300286,"DEC 02, 2023",MIL vs. ATL,W,36,14,20,0.7,0,1,0.0,4,5,0.8,2,9,11,10,2,1,5,1,32,8,1,Giannis Antetokounmpo
22023,203507,0022300269,"NOV 30, 2023",MIL @ CHI,L,39,11,17,0.647,0,1,0.0,4,4,1.0,6,8,14,5,2,5,5,5,26,-8,1,Giannis Antetokounmpo
22023,203507,0022300056,"NOV 28, 2023",MIL @ MIA,W,40,11,16,0.688,1,2,0.5,10,13,0.769,2,8,10,5,3,1,4,3,33,18,1,Giannis Antetokounmpo
22023,203507,0022300245,"NOV 26, 2023",MIL vs. POR,W,39,11,21,0.524,0,1,0.0,11,18,0.611,6,10,16,6,1,3,4,5,33,9,1,Giannis Antetokounmpo
22023,203507,0022300049,"NOV 24, 2023",MIL vs. WAS,W,37,11,19,0.579,0,0,0.0,9,12,0.75,3,6,9,3,3,1,3,2,31,-10,1,Giannis Antetokounmpo
22023,203507,0022300228,"NOV 22, 2023",MIL @ BOS,L,37,7,20,0.35,0,3,0.0,7,10,0.7,3,10,13,5,2,0,3,4,21,6,1,Giannis Antetokounmpo
22023,203507,0022300219,"NOV 20, 2023",MIL @ WAS,W,34,20,23,0.87,0,0,0.0,2,6,0.333,6,7,13,8,1,1,5,2,42,10,1,Giannis Antetokounmpo
22023,203507,0022300205,"NOV 18, 2023",MIL vs. DAL,W,38,18,26,0.692,1,3,0.333,3,5,0.6,2,13,15,7,2,1,3,3,40,-7,1,Giannis Antetokounmpo
22023,203507,0022300027,"NOV 17, 2023",MIL @ CHA,W,28,6,10,0.6,0,0,0.0,4,7,0.571,0,8,8,9,1,0,4,5,16,6,1,Giannis Antetokounmpo
22023,203507,0022300190,"NOV 13, 2023",MIL vs. CHI,W,35,13,22,0.591,1,3,0.333,8,14,0.571,3,8,11,2,0,0,3,4,35,13,1,Giannis Antetokounmpo
22023,203507,0022300173,"NOV 11, 2023",MIL @ ORL,L,37,15,22,0.682,0,1,0.0,5,12,0.417,2,8,10,7,4,2,6,4,35,-11,1,Giannis Antetokounmpo
22023,203507,0022300171,"NOV 09, 2023",MIL @ IND,L,36,19,25,0.76,0,1,0.0,16,18,0.889,2,10,12,3,0,0,8,4,54,6,1,Giannis Antetokounmpo
22023,203507,0022300165,"NOV 08, 2023",MIL vs. DET,W,22,6,16,0.375,0,2,0.0,3,6,0.5,0,9,9,5,0,3,1,1,15,5,1,Giannis Antetokounmpo
22023,203507,0022300149,"NOV 06, 2023",MIL @ BKN,W,35,15,27,0.556,1,7,0.143,5,6,0.833,2,10,12,3,1,2,3,1,36,15,1,Giannis Antetokounmpo
22023,203507,0022300002,"NOV 03, 2023",MIL vs. NYK,W,36,6,10,0.6,3,3,1.0,7,13,0.538,1,7,8,6,0,1,7,3,22,13,1,Giannis Antetokounmpo
22023,203507,0022300116,"NOV 01, 2023",MIL @ TOR,L,28,5,11,0.455,0,0,0.0,6,9,0.667,3,1,4,2,1,0,3,3,16,-10,1,Giannis Antetokounmpo
22023,203507,0022300107,"OCT 30, 2023",MIL vs. MIA,W,32,12,21,0.571,1,3,0.333,8,11,0.727,1,6,7,2,0,1,2,3,33,18,1,Giannis Antetokounmpo
22023,203507,0022300097,"OCT 29, 2023",MIL vs. ATL,L,29,9,14,0.643,0,1,0.0,8,10,0.8,5,6,11,3,1,2,3,2,26,-11,1,Giannis Antetokounmpo
22023,203507,0022300075,"OCT 26, 2023",MIL vs. PHI,W,35,10,21,0.476,0,3,0.0,3,9,0.333,4,8,12,3,2,2,7,4,23,-13,1,Giannis Antetokounmpo
22023,1628983,0022301196,"APR 14, 2024",OKC vs. DAL,W,16,5,11,0.455,0,4,0.0,5,5,1.0,1,0,1,6,0,0,0,1,15,32,1,Shai Gilgeous-Alexander
22023,1628983,0022301179,"APR 12, 2024",OKC vs. MIL,W,29,7,21,0.333,0,7,0.0,9,9,1.0,1,6,7,3,0,1,0,1,23,10,1,Shai Gilgeous-Alexander
22023,1628983,0022301163,"APR 10, 2024",OKC vs. SAS,W,26,10,18,0.556,1,3,0.333,5,5,1.0,0,6,6,5,0,0,1,1,26,26,1,Shai Gilgeous-Alexander
22023,1628983,0022301153,"APR 09, 2024",OKC vs. SAC,W,38,11,21,0.524,2,3,0.667,16,20,0.8,1,6,7,4,2,2,5,2,40,6,1,Shai Gilgeous-Alexander
22023,1628983,0022301082,"MAR 31, 2024",OKC @ NYK,W,35,7,16,0.438,1,4,0.25,4,4,1.0,1,1,2,3,1,0,2,4,19,-15,1,Shai Gilgeous-Alexander
22023,1628983,0022301046,"MAR 26, 2024",OKC @ NOP,W,38,9,20,0.45,1,3,0.333,5,6,0.833,2,3,5,8,2,0,0,1,24,14,1,Shai Gilgeous-Alexander
22023,1628983,0022301030,"MAR 24, 2024",OKC @ MIL,L,30,5,12,0.417,0,3,0.0,2,3,0.667,0,3,3,2,3,1,4,0,12,-17,1,Shai Gilgeous-Alexander
22023,1628983,0022301012,"MAR 22, 2024",OKC @ TOR,W,33,9,20,0.45,1,5,0.2,4,6,0.667,1,6,7,8,3,1,6,4,23,7,1,Shai Gilgeous-Alexander
22023,1628983,0022301000,"MAR 20, 2024",OKC vs. UTA,W,33,12,22,0.545,2,4,0.5,5,6,0.833,1,2,3,7,4,0,1,3,31,5,1,Shai Gilgeous-Alexander
22023,1628983,0022300972,"MAR 16, 2024",OKC @ MEM,W,35,8,16,0.5,1,4,0.25,3,6,0.5,1,6,7,3,0,1,3,2,20,7,1,Shai Gilgeous-Alexander
22023,1628983,0022300959,"MAR 14, 2024",OKC vs. DAL,W,37,9,16,0.563,1,4,0.25,12,15,0.8,1,8,9,5,2,0,1,2,31,16,1,Shai Gilgeous-Alexander
22023,1628983,0022300941,"MAR 12, 2024",OKC vs. IND,L,37,12,27,0.444,1,7,0.143,5,6,0.833,2,8,10,5,2,1,4,4,30,-9,1,Shai Gilgeous-Alexander
22023,1628983,0022300931,"MAR 10, 2024",OKC vs. MEM,W,27,8,14,0.571,5,7,0.714,2,2,1.0,0,2,2,6,0,0,1,2,23,29,1,Shai Gilgeous-Alexander
22023,1628983,0022300914,"MAR 08, 2024",OKC vs. MIA,W,36,13,25,0.52,2,7,0.286,9,11,0.818,0,5,5,6,1,2,1,2,37,17,1,Shai Gilgeous-Alexander
22023,1628983,0022300900,"MAR 06, 2024",OKC @ POR,W,36,13,23,0.565,0,3,0.0,11,12,0.917,0,3,3,5,1,1,4,2,37,3,1,Shai Gilgeous-Alexander
22023,1628983,0022300884,"MAR 04, 2024",OKC @ LAL,L,30,5,13,0.385,1,2,0.5,9,9,1.0,2,5,7,4,4,2,4,3,20,-9,1,Shai Gilgeous-Alexander
22023,1628983,0022300878,"MAR 03, 2024",OKC @ PHX,W,38,15,27,0.556,0,5,0.0,5,7,0.714,0,8,8,9,3,3,1,4,35,13,1,Shai Gilgeous-Alexander
22023,1628983,0022300853,"FEB 29, 2024",OKC @ SAS,L,35,12,22,0.545,1,1,1.0,6,7,0.857,1,5,6,3,1,1,1,4,31,-7,1,Shai Gilgeous-Alexander
22023,1628983,0022300841,"FEB 27, 2024",OKC vs. HOU,W,32,11,21,0.524,4,6,0.667,5,6,0.833,2,6,8,3,1,0,2,2,31,6,1,Shai Gilgeous-Alexander
22023,1628983,0022300822,"FEB 25, 2024",OKC @ HOU,W,37,13,23,0.565,2,3,0.667,8,9,0.889,0,5,5,7,3,1,4,2,36,17,1,Shai Gilgeous-Alexander
22023,1628983,0022300809,"FEB 23, 2024",OKC vs. WAS,W,30,10,17,0.588,1,3,0.333,9,9,1.0,0,7,7,9,1,1,1,3,30,38,1,Shai Gilgeous-Alexander
22023,1628983,0022300799,"FEB 22, 2024",OKC vs. LAC,W,35,12,19,0.632,3,6,0.5,4,6,0.667,0,4,4,8,1,2,2,1,31,21,1,Shai Gilgeous-Alexander
22023,1628983,0022300772,"FEB 13, 2024",OKC @ ORL,W,34,11,24,0.458,1,1,1.0,9,10,0.9,0,3,3,5,2,1,1,5,32,0,1,Shai Gilgeous-Alexander
22023,1628983,0022300760,"FEB 11, 2024",OKC vs. SAC,W,39,15,26,0.577,3,4,0.75,5,9,0.556,0,3,3,7,1,2,1,0,38,16,1,Shai Gilgeous-Alexander
22023,1628983,0022300748,"FEB 10, 2024",OKC @ DAL,L,29,9,16,0.563,0,0,0.0,7,8,0.875,2,4,6,5,0,1,3,1,25,-31,1,Shai Gilgeous-Alexander
22023,1628983,0022300724,"FEB 06, 2024",OKC @ UTA,L,36,11,22,0.5,2,3,0.667,4,5,0.8,1,3,4,7,1,1,2,1,28,-3,1,Shai Gilgeous-Alexander
22023,1628983,0022300710,"FEB 04, 2024",OKC vs. TOR,W,48,9,17,0.529,2,5,0.4,3,3,1.0,1,8,9,14,2,3,2,5,23,7,1,Shai Gilgeous-Alexander
